"Emisión: 10/09/12 12:05:02
Los mas Vendidos $
Año : '2012' , Mes : 'AGO' , Cantidad  : '5000' , Local : 'SUPER EL MERCADITO,SUPER EL MERCADITO (CAPACITACI'"
"QUERICO FIDEO DIETETICO C/ GLUTEN Y ESP",20.97,3,5.4,3444
"WOOLITE NEGRAS X 120",20.95,5,6.9,3446
"LIMP.L.AYUDIN COCINA DP 500ML",20.89,4,6.49,3447
"ARCOA CACAO X 180 G",20.86,4,5.49,3448
"VANOLI ACEITUNAS NEGRAS X 300 G",20.72,4,6.44,3449
"ESTILO SPA ESPONJA HUESO 105",20.7,3,12.54,3450
"EXTRALIMP SOPAPA CHICA",20.7,3,10.14,3450
"ACOND.ALGABO MANZANA 930ML",20.69,2,7.47,3452
"REXONA MEN ADVENTURE X 50",20.69,2,7.51,3452
"GODET BIZCOCHUELO LIMON X 480 G",20.68,3,4.99,3454
"PROCENEX TROP X 900 CC",20.57848,4,7.85848,3455
"ZUCO CERO MANZANA X 12 U",20.54,3,5.51,3456
"ZUKO CERO PERA 12 U",20.54,3,5.51,3456
"LA BANDA PIMIENTOS MORRONES X 220 G",20.38,2,5.86,3458
"CEREAL MIX GALLETA AVENA/MANZ X 180 G",20.37,3,5.28,3459
"ESPADOL JABON LIQ ORIGINAL X 250 ML",20.35,1,6.31,3460
"BOLSA 2.00 PESOS",20.28,10,-0.32,3461
"SAVORA MOSTAZA X 200 G",20.22,3,5.85,3462
"MR MUSCULO OSYPOWER X 250",20.19,1,6.71,3463
"DULCOR MERMELADA PERA X 500 G",20.14419,4,6.14418,3464
"CIF LIMP UNIV GATILLO X 500 ML",20.1,1,5.39,3465
"LINCOLN CHOCO 153G",20.06,4,5.41,3466
"BOLSKAYA FRUTILLA X 200 ML",20,4,1.6,3467
"DISPITA PELELA SAPO/AUTO",20,1,9.34,3467
"PALO FORRADO X UND",20,5,5.75,3467
"ENV DAMAJUANA",20,2,20,3467
"47 STREET AC LISO X 320",19.99,1,6.7,3471
"47 STREET AC RULOS X 320",19.99,1,6.7,3471
"MOGUL DUO DOYPACK 250",19.99,1,7.02,3471
"LA VIRGINIA INSTANTANEO GRANULADO X 100",19.99,1,6.14,3471
"FUENTON PLASTIC HOUSE X 18 LT",19.99,1,8.54,3471
"EXTRALIMP ESCOBA ANGULAR",19.99,1,7.52,3471
"NATURA MAYONESA FRASCO X 475 G",19.98,2,2.56,3477
"CIF ACTIVE GEL NARANJA X 300ML",19.96,2,6.18,3478
"DETER.CIF ACTIVE GEL MANZ.300M",19.96,2,6.18,3478
"LA VIRGINIA CEDRON X 25SAQ",19.95732,4,5.95732,3480
"REXONA JAB REV FRESH X 125",19.95,5,5.7,3481
"SACCHI SECOPISOS CHICO",19.95,1,7.85,3481
"COLGATE SENSITIVE PRO ALIVIO X 50G",19.9,1,10.41,3483
"GRANJA DEL SOL CROQUETAS DE ACELGA X 300",19.9,1,7.57,3483
"COLGATE PLAX COMPLETE CARE X 250 ML",19.85997,1,6.50997,3485
"DULCOR CEREZAS EN ALMIBAR X416",19.84,1,5.67,3486
"ACOND.ALGABO COCO Y MIEL 930ML",19.8,2,6.58,3487
"REXONA CRYSTAL ROLLON X 50 ML",19.8,2,6.62,3487
"MC CAIN SMILES X 600 G",19.71,1,6.11,3489
"BAR&PUBS LICOR  MENTA 1LT",19.69,1,6.2,3490
"DULCIORA HIGO X 500 G",19.65,3,7.38,3491
"ZUCO CERO UVA 12 U",19.62,3,4.59,3492
"PRINGLES A.POLLO 139G",19.6,1,4.85,3493
"PRINGLES PIZZA X 139 G",19.6,1,4.85,3493
"PRINGLES CHILE 139G",19.6,1,6.82,3493
"KEKSY GELATINA LIGHT CEREZA X 25 G",19.56,7,5.91,3496
"OFF! AEROSOL X 165 CC",19.49,1,5.86,3497
"JUGO P.TANG DUR.14U",19.48,1,4.05,3498
"JUGO P.TANG LIMONADA CAJA 14S",19.48,1,4.05,3498
"TANG PERA X 14 UNDS",19.48,1,4.05,3498
"TANG NARAJA X 14 UNDS",19.48,1,4.05,3498
"QUERICO NIDO ROJO X 500 G",19.47,3,5.1,3502
"SEDAL CLIMA RESIST CREMA P/PEINAR X 300",19.44031,1,5.62031,3503
"LYSOFORM LIM LIQ DES AIRE DE M X 450CC",19.44,3,6.87,3504
"LUSTR.BLEM CREMA JAZMIN 200CM.",19.43,2,7.35,3505
"BLEM NEGRO X 900 CM",19.42,1,5.55,3506
"DULCOR MANZANA X 500 G",19.39,4,5.56,3507
"TENEDOR SIMONAGGIO X6U.",19.34,1,6.45,3508
"GLADE NAT INF. BRISA DE MAR X 400  ML",19.29,1,6,3509
"ALICANTE CALDO DE PUERRO X 10",19.25,15,8.15,3510
"PRINGLES CREMA Y CEBOLLA DELIGHT X 131 G",19.25,1,6.56,3510
"NORTON CAB SAU SYRAH X 750 CC",19.24,1,2,3512
"NORTON MAL-MERL X 750 CC",19.24,1,3.7,3512
"ORAL B CRE.DENT. PLUS COMP.175",19.24,1,4.44,3512
"FOSFOROS FAMILIAR X 220 UNID",19.2,8,7.76,3515
"JUGO P.INCA FRUTOS ROJOS 30G",19.2,16,4.64,3515
"GALL.OKEBON CHOCOLA.LECHE 280G",19.14047,3,5.43047,3517
"SER JUGO NAR DUR X 8.6G",19.08,12,6,3518
"DAYS SENS ULTRAFINAS 8UN.",19.07,2,7.19,3519
"JOVIFEL POSA FUENTE 32",19,1,8.47,3520
"JOVIFEL TARTERA ALUM 26",19,1,8.37,3520
"BC COCTEL DE FRUTAS X 485 G",18.99,1,2.09,3522
"WOOLITE MIXCOLOR X 1LT",18.99,1,2.3,3522
"FANACOA SALSA GOLF X 250 G",18.99,4,6.43,3522
"AJI TRIT.ALICANTE GATO N. 25G",18.96,8,7.84,3525
"QUITAMANCHAS ARCO IRIS 1LT",18.94,2,5.42,3526
"VANOLI ACEITUNAS DESCAROZADAS X 300 G",18.92212,4,5.96212,3527
"JOVIFEL FRALLADOR 4 CARAS HOJA",18.9,1,8.37,3528
"MAPA PLISSE GUANTE  MEDIANO",18.9,1,6.65,3528
"LISTERINE X 250 ML",18.9,1,6.34,3528
"MAGGI DORADO Y JUGOSO POLLO PIMENTON",18.88,2,6.3,3531
"LYSOFORM BEBE DOY PACK X 450 CC",18.87,3,6.3,3532
"ZUKO CERO JUGO POLVO PERA 9G",18.86,25,8.36,3533
"MAGISTRAL LAV Y VAIN X 600 ML",18.8,1,8.75,3534
"RAID DOBLE ACCION MMZ X 400 CC",18.79,1,6.28,3535
"MISTER POPS BOLSA X 625 G",18.75,1,4.65,3536
"TIA MARUCA PALMERITAS X 200 G",18.75,3,5.85,3536
"SALSA PORTU.KNORR 340G.",18.63,3,4.83,3538
"TOALL.FEM.LINA NORMAL S/A 8U",18.6,6,6.84,3539
"SAN TELMO MALBET SYRAH X 750 ML",18.59,1,1.93,3540
"SAN TELMO SYRAH X 750 ML",18.59,1,1.93,3540
"HERBAL ESSENCES CR. P/PEINAR PARACA 300",18.39,1,6.09,3542
"HARPIC CANASTA REP X 30G",18.36,4,6,3543
"BABELITO CHUPETE ANAT BORDE COLOR TALLE",18.34,1,6.51,3544
"PONCHO NEGRO DULCE DE LECHE 450 G",18.29,1,4.95,3545
"DURACELL C X 2 U",18.25,1,5.21,3546
"LA CAMPAGNOLA COCTEL DE FRUTAS X 485 G",18.25,1,2.25,3546
"BLEM CREMA ORIGINAL X 200 CM",18.23049,2,6.55049,3548
"AYUDIN LAV.MAXIMA PRE 250ML.",18.23,8,6.31,3549
"JARRO ENLOZADO DECOR N 10",18.23,1,9.33,3549
"KONGO RAZAS GRANDES 1.3K",18.19,1,5.26,3551
"LUCCHETTI SOPA VEG/TRICOLOR X 115 G",18.16,4,5.24,3552
"ADLER GRUYERE X 100 G",18,2,5.08,3553
"POMADA COBRA MARRON OSCURO X 36 G",18,3,6.78,3553
"DAYS JARRITO BEN 10",17.97,1,7.68,3555
"TENTACIONES GALL.RELL.CHOC.85G",17.97,3,4.71,3555
"DAYS JARRITO CLIFFORD",17.97,1,7.68,3555
"UNIPOX PEGAMENTO X 25 ML",17.97,3,5.46,3555
"PROCENEX FRUTAS LIMPIADOR 3 EN 1 X 900",17.96,4,5.24,3559
"MERCI FRUTILLA X 150 G",17.90207,6,5.30207,3560
"BALBO MERLOT X 750 CC",17.9,1,5.57,3561
"KEVINGSTONE DEO AZUL X 105 G",17.9,1,5.97,3561
"BALBO TEMPRANILLO X 750 CC",17.9,1,5.57,3561
"ANTIHONGOS AYUDIN 250ML",17.8595,3,5.3795,3564
"KEKSY FLAN VAINILLA X 60G",17.82,9,6.03,3565
"ALGABO CLUB POLVO DESOD HOMBRE X 200 G",17.8,2,8.22,3566
"REX KESITAS X 75 G",17.8,4,5.28,3566
"MAROLIO BOLDO X 25 SAQ",17.8,4,4.76,3566
"AYUDIN ANTIHONGOS GAT X 500",17.78,1,5.08,3569
"BOLS CREMA DE MENTA X 700",17.75,1,4.88,3570
"BOLSKAYA FRUTILLA X 750 CC",17.75,1,4.15,3570
"JARDINERA ARCOR 350G",17.7,3,4.68,3572
"DAYS VASO CON SORBETE DOKI",17.59,1,6.09,3573
"LA SIERRITA ACEITUNAS SACHET X 340 G",17.59,4,5.87,3573
"DOMINGO HERMANOS VINO REG TINT CAFA X 75",17.58,1,5.03,3575
"MAGGI PURE FINAS HIE X 125G",17.58,2,5,3575
"NESTUM TRIGO Y MIEL ETAPA 3 X  200 G",17.58,2,5,3575
"LA VIRGINIA TE VERDE CITRUS X 25 SAQ",17.53,2,6.33,3578
"BUTTER TOFFEES 275 G",17.51,1,5.85,3579
"AXE B SPRAY ANARCHY 113G",17.5,1,5.81,3580
"BABELITO CHUPETE LATEX ANAT. TALLE 2",17.48,1,7.34,3581
"PROCENEX PISO AROMA BEBE X 1.8 L",17.38,2,5.06,3582
"SALSATI SALSA PARMESSANA DP X 340 G",17.37,3,4.56,3583
"SALSATI SALSA PORTUGUESA DP X 340 G",17.37,3,4.56,3583
"FANTA X 500 CC MANZANA",17.35,4,0.67,3585
"MINI ROCKLETS 170 GR DT",17.35,1,4.95,3585
"POETT FRAGANZA TELA BEBE  X 250 ML",17.29,1,5.75,3587
"REXONA SUPERHEROE AEROSOL  X 105 G",17.29,1,5.81,3587
"VILLA RICA PIMIENTA BLANCA  X 25 G",17.24,4,9.64,3589
"VINO TERMIDOR TINTO DCE.1LT",17.24,2,5.08,3589
"MAROLIO AMARGO POMELO X 1500 CC",17.22,3,4.53,3591
"MR MUSCULO GLADE I LOVE X 900",17.21,3,5.81,3592
"PROCENEX AROMA BEBE X 4 LTS",17.19,1,5.02,3593
"DEO.AXE AERO.AP.ANARCHY 90G",17.16,1,8.49,3594
"JUGO P.ARCOR MANZANA",17.09,1,6.75,3595
"ALICANTE AJO TRITURADO X 50 G",17.00853,4,6.72853,3596
"DISPITA MORDILLO REFRIGERANTE",17,1,5.63,3597
"JOVIFEL TARTERA  ALUM. 24",17,1,7.45,3597
"CHUP MR POPS SILBAPITO 50U",16.99,1,5.5,3599
"UPA LA LA ! ACEITE P/BEBE",16.99,1,6.86,3599
"SELLADOR FASTIX X 25 ML",16.99,1,2.82,3599
"PLASUTIL POTE C/TAPA",16.99,1,7.49,3599
"LOMAS BIZCOCHUELO LISTO X 400 G",16.99,1,4.74,3599
"MIL COLORES ESTRELLITAS",16.96,3,6.16,3604
"TE TARAGUI TE VERDE X 1.5 G",16.96,4,4.88,3604
"NIVEA ROLLON ENERGY X 50 ML",16.96,2,5.66,3604
"NUVA HERMETICO REDONDO X 540 ML",16.96,3,7.51,3604
"ESTILO SPA ESPONJA RECT SOFT 142",16.91,2,10.89,3608
"HELLMANNS MAYONESA LIBRE DE COLESTEROL X",16.9,2,4.56,3609
"HINDS FRUTILLA ICE 250ML",16.9,1,5.97,3609
"FARGO ALL NATURAL X 530 G",16.8,1,4.36,3611
"RANDOM CEP.DENT. INFANT",16.78,2,5.86,3612
"ESPONJA DE ACERO TODOESPONJA",16.7181,9,6.7281,3613
"ALA ULTRA GLICERINA X 300CC",16.7,2,5.58,3614
"MATARAZZO DEDALITOS X 500 G",16.7,2,4.68,3614
"BAYASPIRINA BAYER X UNID",16.6,54,6.88,3616
"ESTILO SPA JABON LIQU.CREMOS REPUES. 320",16.59,2,6.91,3617
"ALGABO BABY ACEITE X 355 ML",16.58,1,7.4,3618
"VANISH QUITAMANCHAS SOBR 120G.",16.58,2,5.16,3618
"CELUSAL PLUS X 500G",16.52,4,4.92,3620
"VERITAS DES BALANCEADA X 400 CM3",16.52,1,6.86,3620
"GILLETTE DEO SPORT ARCT X 150",16.5,1,5.48,3622
"YESI VERTEDOR PLASTICO X 250 G",16.5,2,6.7,3622
"ROSAURA CONITOS DE HOJALDRE",16.5,3,16.47,3622
"JOVIFEL CANASTA 220 REDONDA",16.49737,1,9.23737,3625
"DAYS JARRITO GARFIELD",16.49,1,5.72,3626
"PROCENEX LIMPIA HORNO AERO.346",16.49,1,5.48,3626
"AYUDIN ROPA BLANCA DOY PACK X 470 CC",16.48,2,5.12,3628
"VANOLI CHIMI CHURRI AHUMADO X 190 ML",16.48,2,5.64,3628
"KNORR SABOR EN CUBOS CREMA & VERDEO X 4",16.47,3,4.89,3630
"VILLA DEL SUR LEVITE LIMON 500",16.47,3,5.31,3630
"ESTILO SPA PERF.P/ ROPA VAINILLA 300 ML",16.45,1,6.1,3632
"DULCOR MERMELADA FRUTILLA X 454 G",16.38,2,4.48,3633
"JOHNSONS BABY COLONIA CITRUS X 100",16.35956,1,6.79956,3634
"ALICANTE COCO RALLADO X 50 G",16.35,3,7.62,3635
"FLAN KEKSY CHOCOL.100G.",16.3,4,5.98,3636
"DEO.REXONA WOM.AERO.EX.F.175ML",16.29,1,6.79,3637
"ACTIMEL O% FRUTILLA",16.28,6,4.64,3638
"INCA NARANJA LIGHT X 18 U",16.28,1,3.26,3638
"PALO DE MADERA X UND",16.23,3,5.28,3640
"NUPCIAL BUDINERA NUPCIAL N22",16.2,1,7.02,3641
"NOBLEZA GAUCHA YERBA SEMIDULCE X 500 G",16.18,1,5.78,3642
"NESTTUM 5 CEREALES 125GR.",16.16,3,6.56,3643
"GALL.FORMIS HOT WHEELS 108G.",16.15,4,4.51,3644
"GRANIX SANDWICH X 200 G",16.15,4,4.71,3644
"ALGABO BABY JABON LIQUIDO TIERNAS C.400",16.09,1,6.03,3646
"VANOLI SALSA POMAROLA X 360",16.04,3,5.36,3647
"BLANCO/NEGRO ALFAJOR 73,5G",16,4,6.12,3648
"PLAYBOY LOVELY FEM.150G",16,1,5.32,3648
"ROSAURA PALMERAS GRANDES",16,2,15.98,3648
"PLAYBOY IT SPICY X 150 GRS",16,1,5.32,3648
"BABELITO CUBIERTOS",15.99,1,6.43,3652
"BAHIA JUREL ACEITE X 425 G",15.99,1,4.59,3652
"DAYS COPA DOKI",15.99,1,5.58,3652
"ALGABO,TALCO,FLORAL250G",15.98,2,6.9,3655
"GEL ALGABO EXTRA BRILLO X 150 G",15.98,2,9.68,3655
"YESI BOLS MEDIANO",15.98,2,6.42,3655
"VANOLI SALSA DE SOJA X 190 ML",15.98,2,5.28,3655
"QUILMES 1890 355ML.",15.98,2,4.46,3655
"GLADE DEO ARMONY X 360 CC",15.98,2,5.84,3655
"CLEAR CAIDA DEFENSE SHAMP X 200ML",15.95,1,6.9,3661
"CHICLES BELDENT MENTA FUERT",15.93649,8,2.65649,3662
"ALGABO COLONIA INGLESA X 500 ML",15.9,1,6.72,3663
"DON RICARDO PICKLES X 500 G",15.89,1,6.29,3664
"AYUDIN DESTAPACAÐERIAS X 1LTS",15.88,1,5.21,3665
"CAROL TAZA DESAYUNO VIDRIO",15.85,1,8.06,3666
"GRANIX SANDWICH X 24 G",15.84,16,7.2,3667
"KEKSY FLAN DULCE DE LECHE X 60G",15.84,8,5.36,3667
"DISPITA JABON GLICERINA X90GR.",15.8,2,5.28,3669
"TRES PLUMAS CAFE AL COÑAC X 200 ML",15.8,2,5.3,3669
"GODET GELATINA LIGHT ANANA X 30 G",15.76,4,4.52,3671
"BELAROM CANASTA LAVANDA X 40 G",15.75,3,5.94,3672
"NIVEA DEO PEARL C/SUAV X 150 ML",15.75,1,5.25,3672
"MOLINOS ALA ARROZ  D.CARO.500G",15.75,3,4.38,3672
"AXE EXCITE X 152 ML",15.74,1,5.25,3675
"AXE SECO ULTRA FOCUS X 152",15.74,1,5.25,3675
"ELVIVE LISS INTENSE 200 ML.",15.74,1,6.75,3675
"ELVIVE SHAMP COLOR X 200",15.74,1,5.02,3675
"ELVIVE NUTRIGLOSS 200ML NUEVO",15.74,1,6.75,3675
"ELVIVE ACOND CONTROL 200ML.",15.74,1,6.75,3675
"KNORR TALLARIN 500G.",15.73,2,4.83,3681
"MAROLIO FIDEO CELENTANO 500G",15.68,4,4.56,3682
"TOALL.DESINF.AYUDIN DESINF 35U",15.61,1,4.46,3683
"BELAROM DOBLE ACCION X 60",15.6,4,6.08,3684
"HILERET ZUCRA ENDULCORANTE X 50 SOBRES",15.58,2,4.44,3685
"MR MUSCULO ANTIGRASA X 500 CM3",15.57,3,5.31,3686
"ESTILO SPA JABON LIQU.MIEL REPUES. 320 M",15.5,2,5.82,3687
"BUTTER TO.CHOKKO MINT 150G",15.48,2,5.36,3688
"VINO NORTON MALBEC 375ML.",15.45,1,4.41,3689
"BC MERM FRUTILLA X 390 G",15.44,1,3.18,3690
"CACHAMAI AMARILLO X 100",15.44,1,4.79,3690
"QUICK LIGHT ESPARRAGOS X 55 G",15.39,2,-0.45,3692
"FIDEO TERRABUSI MUNICIONES 500",15.38,2,3.94,3693
"NOSOTRAS TOALLA INV. RAPISEC  X 8",15.38,2,4.8,3693
"DONNA PROTECTORES DIARIOS X 20",15.37,4,6.51,3695
"ESTILO SPA JABON LIQU.ANTIBAC REPUES. 32",15.364,2,5.684,3696
"ACTIMEL MULTIFRUTA 0 X 100 G",15.36,6,3.72,3697
"HELLMANNS KETCHUP X 400 G",15.36,1,5.38,3697
"ACTIMEL NATURAL X 100 CC",15.36,6,3.72,3697
"PREFERIDO AJO/PEREJIL X 500 G",15.28,2,3.96,3700
"NOSOTRAS TOALLA NAT.PLUS  X 8",15.26,3,5.39,3701
"NESTUN TRIGO C/LECHE X 360",15.2,1,3.95,3702
"AYUDIN ANTIHONGOS C/LAV X 500G",15.16,2,4.32,3703
"POP KORN  100 G",15,3,2.55,3704
"MOLTO TOMATE TRITURADO X 980 G",14.99,1,4.9,3705
"BABELITO HISOPOS X 75 UNDS",14.98,2,5.92,3706
"GRANIX BOCADITOS 2 SAVADO 180G",14.98,2,4.2,3706
"EXTRALIMP PAÐO FIBRA SANITARIO",14.97,3,10.14,3708
"BORA PLUS GLICERINA X 600",14.96,2,6.98,3709
"BORITA SUAV VIOL X 900 CC",14.94,2,6.96,3710
"TARAGUI BOLDO X 10 SAQUITOS",14.91,5,4.66,3711
"JARROENLOZADO Nº 10",14.9,1,6.13,3712
"MR. MUSCULO DISCOS ACTIVOS FUL",14.9,1,4.99,3712
"VANOLI PICKLES X 330 G",14.85,2,5.27,3714
"MAROLIO JUGO LIMON X 500 ML",14.78,2,4.98,3715
"LUCCHETTI FIDEO LETRITAS X 500 G",14.73193,2,4.65193,3716
"MR MUSCULO DISCOS FULL MARINA",14.63853,1,4.72853,3717
"ZUKO CERO MANGO 12 U",14.59,2,4.57,3718
"LINA NORMAL CON ALAS 16U",14.58,2,4.88,3719
"ALICANTE BICARBONATO X 25 G",14.5,12,6.94,3720
"LYSOFORM PAÐOS MULT X 35",14.5,1,4.83,3720
"JOHNSONS BABY COLONIA X 100 ML",14.49,1,4.93,3722
"AIR WICK DESOD. AMBIENTE ACQUA  X  346 M",14.45,2,4.81,3723
"ROYAL FLAN VAINILLA LIGHT X 16 G",14.45,5,3.8,3723
"GLADE CANASTA FULL CAMPO",14.39575,1,4.21575,3725
"MR MUSCULO CANASTA LIQ MARI",14.39,1,4.16,3726
"KNORR QUICK ARVEJAS X 75 G",14.38,2,-1.46,3727
"KNORR QUICK ESPARRAGOS X 75 G",14.38,2,3.82,3727
"SER SALVADO X 145 G",14.37,3,3.57,3729
"RANDOM CEPILLO BABY L 242",14.32,2,5.6,3730
"ROMYL MOP SINTETICO",14.29,1,4.78,3731
"MOGUL GELATINA FRUTILLA X 60 G",14.2,5,3.9,3732
"ARCOR DULCE DE MEMBRILLO LATA X 700 G",14.19,1,1.27,3733
"COCINERO ACETO BALSAMICO X 250 ML",14.19,1,4.12,3733
"NOBLEZA GAUCHA NARANJA X 500 G",14.19,1,3.79,3733
"GALLO ARROZ RISOTO 4Q 200G",14.19,1,3.79,3733
"ROSAURA MAIZENAS MEDIANAS",14,4,13.96,3737
"ZUKO CERO CITRUS 12 U",14,2,3.98,3737
"CRIOLLITAS TRES CEREALES X 140 G",13.99995,3.99999,3.71998,3739
"CLEAR SUAV Y BRILLO SHAMPOO X 200 ML",13.99,1,4.46,3740
"YESI HERMETICO RECTANGULAR 2 L",13.99,1,5.64,3740
"SIDRA REAL ANANA FIZZ 720ML",13.99,1,3.55,3740
"COCINERO FRITOLIN MANTECA X 120 G",13.99,1,3.95,3740
"JARRITO LACTERA",13.99,1,6.39,3740
"LA CAMPAGNOLA KETCHUP X 400G",13.98,1,4.03,3745
"QUERICO FIDEO DIETETICO GLUTEN/MORR  X 5",13.98,2,3.6,3745
"CERAMICOL INCOLORO X 900 CC",13.9,1,4,3747
"MARILU ALFOMBRITA ESTAMPADA",13.9,1,5.49,3747
"CERAMICOL NEGRO X 900 CC",13.89,1,8.48,3749
"ROSAURA ALFAJORES CHOCOLATE C/BAÐO DDL",13.84,2,13.82,3750
"LIMP.LIQ.PROCENEX ANTIGR.500ML",13.81,1,5.66,3751
"ESTILO SPA ESPONJA REDONDA",13.8,2,8.36,3752
"SIERRA DE LOS PADRES NAR 1.5 L",13.8,2,4.26,3752
"ORAL-B CEP INDICATOR+PASTA DEN",13.78468,1,3.03468,3754
"SHAMP.NH.ESSENCES 2EN1 355ML.",13.78,1,6.19,3755
"ALICANTE CALDO P/SAB CHAMP Y HON X 10",13.75,11,4.4,3756
"YOGS LIGHT FIRME VAINILLA X 190G",13.75,3,2.56,3756
"LA CAMPAGNOLA PERAS X 820 G",13.75,1,3.64,3756
"JOVIFEL ORGANIZADOR DE DUCHA",13.7,1,6.09,3759
"ALGABO GEL EF.HUMEDO 475G",13.68,1,5.63,3760
"MIL COLORES GRANA COLORES",13.66,3,4.96,3761
"TENTECIONES LIMON X 85 G",13.66,2,4.82,3761
"NIVEA DEO FRESH FOR MEN X 150 ML",13.63,1,4.54,3763
"LUCCHETTI SOPA POLLO/MUNICIONES X 115 G",13.62,3,3.93,3764
"PATRICIA ALLEN HISOPO X 100 UNDS",13.59,2,5.11,3765
"INCA JUGO CITRUS LIGHT 10 G",13.54,11,5.62,3766
"DOVE RECONSTR. COMPLETA ACOND. X 200 ML",13.49,1,4.84,3767
"KNORR FIDEO SPAGHETTI X 500 G",13.48,2,2.58,3768
"PRESTO PRONTA ESTUCHE 1KG",13.39,1,3.31,3769
"CEPITA NARANJA X 1 L",13.38,2,3.52,3770
"DOS ESTRELLAS SAL FINA X 500 G",13.28,7,5.23,3771
"ROSAURA GALLETAS AZUCARADAS",13.275,0.295,13.27205,3772
"QUAKER AVENA INST X 700G",13.19,1,3.75,3773
"LA VIRGINIA CHOCOLINO COPOS GRANIZ. X 12",13.18,2,4.2,3774
"MR MUSCULO VID Y MULT X 500",13.18,2,4.38,3774
"YOGS LIGHT FIRME FRUTILLA X 190G",13.16,3,2.43,3776
"ZUKO CERO NARANJA/ANANA 12 U",13.08,2,3.06,3777
"ALICANTE ESPECIAS SURTIDAS X 25 G",13.02,3,4.56,3778
"RANDOM CEPILLO D DIENTES  KIDS",13,1,4.82,3779
"ALGABO GEL 2 EFECTO HUMEDO X 350 ML",12.99,1,5.8,3780
"JOHNSONS SH CAB LACIO X 200",12.99,1,3.83,3780
"BAGGIO SOY YO NARANJA X 1 L",12.98,2,3.38,3782
"EDULCO EQUALSWEET STEVIA 50",12.88,1,4.29,3783
"PUBLISI ATUN AL NATURAL X 120 G",12.77,1,3.45,3784
"MAROLIO SAL ENTREFINA 1 KG",12.76572,4,3.68572,3785
"JUGO P.TANG POM.ROS.20G.",12.72,8,3.6,3786
"BC MERMELADA DAMASCO X 390 G",12.69,1,3.6,3787
"LYSOFORM AIR TOQUE AIRE MONT X 9 G",12.69,1,3.96,3787
"LA SIERRITA ACEITUNAS VERDES X 800 G",12.69,1,3.94,3787
"CACHAMAI TE VERDE X 20",12.69,3,3.63,3787
"CARAMELOS TAPONAZO",12.68,2,4.48,3791
"RORMYL MATAPOLILLAS LAVANDA",12.6,1,4.13,3792
"KNORR SALSA BOLOG. 340G.",12.58,2,3.64,3793
"LUX JAB TENT DE PERA X 125G",12.57,3,3.9,3794
"ILOLAY PORT SALUT KG",12.5517,0.21,4.7061,3795
"PLUSBELLE SH CERAMIDA ACT X 1 LTS",12.53,1,4.38,3796
"DAYS JABONERA BEN 10",12.5,1,4.94,3797
"LA MORENITA HIERBAS NATURALES X 20 UNID",12.45,3,4.29,3798
"HILERET SWEET X 50 SOBRE",12.38,2,3.44,3799
"PALADINI PATE DE FOIE X 90 G",12.29,4,4.93,3800
"JOVIFEL MATE ACERO INOXIDABLE",12.24,1,6.12,3801
"LYSOFORM ANTIGRASA GATILLO X 500",12.23,1,4.07,3802
"MISTER POPS CHUPETINES X 125 G",12.14,2,4.46,3803
"JOVIFEL TARTERA 12 PACK X 3",12,1,5.21,3804
"RALLADOR REDONDO 1U",12,1,5.61,3804
"ROSAURA MILHOJAS GRANDES",12,2,11.98,3804
"TRAMPA P/RATA",12,1,4.24,3804
"TRAMPA P/LAUCHA",12,2,3.9,3804
"ROSAURA PALMERAS MEDIANAS",12,2,11.98,3804
"ROSAURA MANTECADO",12,4,11.96,3804
"BABELITO CHUPETE LATEX RED CAJITA TALL 1",11.99,1,4.54,3811
"CHAQUIAGO ZAPALLO EN ALMIBAR X 454 G",11.99,1,2.07,3811
"CAROL MANGA PARA DECORACION",11.99,1,6.35,3811
"MELAMINA VASO CUADRADO X 535 CC",11.99,1,4.85,3811
"BABELITO CHUPETE REDONDO TALLE 3",11.99,1,4.54,3811
"RIERA GRISINES X 160 G",11.98,2,3.06,3816
"TOMATE TRIT.INCA 950G",11.98,1,4,3816
"ALGABO FLORAL TALCO FERFUMADO X 200 G",11.97,3,5.34,3818
"MAROLIO FIDEO FORATTI 500G.",11.97,3,2.91,3818
"VERITAS POLVO PEDICO X 200G",11.96,1,4.17,3820
"CRIOLLITAS LACTEADAS X 118G",11.93084,3,2.69084,3821
"CAMELLITO ROPA FINA MATIC DOY PACK 450 M",11.9,1,3.84,3822
"ESPADOL DESINF LIQ LAVANDA 900",11.9,1,3.72,3822
"VASO INFANTIL APÌLABLE",11.87234,1,5.67234,3824
"SERVILLETERO ALAMBRE CROM",11.8,1,4.66,3825
"LUX JAB LIQ REFRESCANTE X 250 ML",11.79,1,3.94,3826
"VITAL 3 X 200 ML",11.79,3,2.37,3826
"OK ESCOBA PLAST",11.75,1,5.92,3828
"BEBIDA GATORADE COOL BLUE 500M",11.73,1,4.13,3829
"MR MUSCULO VID Y MULT X 500 GAT",11.69,1,3.93,3830
"PROCENEX CREMOSO NARANJA X 730 ML",11.69,1,3.4,3830
"SALSATI SALSA FILETO DP X 340 G",11.58,2,3.04,3832
"ALGABO QUITA ESM HUM 60ML",11.5,2,5.1,3833
"NORTE LATA X 354 CC",11.5,2,0.86,3833
"VO5 FIJADOR WET LOOK X 200 G",11.5,1,2.2,3833
"SCHWEPPES X 1500 CC CITRUS",11.49,1,3.33,3836
"MERME.LA CAMPAG.NARANJA 454G.",11.39,1,3.27,3837
